Datetime,Forecasted_AEP_MW
2018-08-23 11:00:00,16204.858865976335
2018-08-23 12:00:00,16902.500505089763
2018-08-23 13:00:00,17516.453097164635
2018-08-23 14:00:00,17962.57329320908
2018-08-23 15:00:00,18318.057368159298
2018-08-23 16:00:00,18686.440545082096
2018-08-23 17:00:00,18922.397103786472
2018-08-23 18:00:00,18976.5983042717
2018-08-23 19:00:00,18954.9435646534
2018-08-23 20:00:00,18857.115930080417
2018-08-23 21:00:00,18648.553875207905
2018-08-23 22:00:00,18247.279428958896
2018-08-23 23:00:00,17638.130623817447
2018-08-24 00:00:00,16809.879574298862
2018-08-24 01:00:00,15817.800325036049
2018-08-24 02:00:00,14816.633596003056
2018-08-24 03:00:00,13897.554811775684
2018-08-24 04:00:00,13293.350262194872
2018-08-24 05:00:00,13147.545988202095
2018-08-24 06:00:00,13331.087338984013
2018-08-24 07:00:00,13742.62824100256
2018-08-24 08:00:00,14339.971438407898
2018-08-24 09:00:00,15066.604841709137
2018-08-24 10:00:00,15802.768501102924
2018-08-24 11:00:00,16468.85248243809
2018-08-24 12:00:00,17019.530801296238
2018-08-24 13:00:00,17487.907470941547
2018-08-24 14:00:00,17867.008524179462
2018-08-24 15:00:00,18243.136925101284
2018-08-24 16:00:00,18576.633938074116
2018-08-24 17:00:00,18783.40375733376
2018-08-24 18:00:00,18796.339357137684
2018-08-24 19:00:00,18790.984741091732
2018-08-24 20:00:00,18744.8985452652
2018-08-24 21:00:00,18547.425107836727
2018-08-24 22:00:00,18121.39264583588
2018-08-24 23:00:00,17499.45327174664
2018-08-25 00:00:00,16670.3224323988
2018-08-25 01:00:00,15645.413864076138
2018-08-25 02:00:00,14597.642285823822
2018-08-25 03:00:00,13671.573206424713
2018-08-25 04:00:00,13039.96959078312
2018-08-25 05:00:00,12921.707973003387
2018-08-25 06:00:00,13150.873774021864
2018-08-25 07:00:00,13562.280690580606
2018-08-25 08:00:00,14175.61930269003
2018-08-25 09:00:00,14902.341069161892
2018-08-25 10:00:00,15629.815363287926
2018-08-25 11:00:00,16292.691857576372
2018-08-25 12:00:00,16859.380238294605
2018-08-25 13:00:00,17288.803156733517
2018-08-25 14:00:00,17618.74643349648
2018-08-25 15:00:00,17929.918299317364
2018-08-25 16:00:00,18211.079343080524
2018-08-25 17:00:00,18358.465269804004
2018-08-25 18:00:00,18327.790763497356
2018-08-25 19:00:00,18251.188538789753
2018-08-25 20:00:00,18139.203587532047
2018-08-25 21:00:00,17904.528294801716
2018-08-25 22:00:00,17480.42637598515
2018-08-25 23:00:00,16881.609818756584
2018-08-26 00:00:00,16091.270891547203
2018-08-26 01:00:00,15118.585437297821
2018-08-26 02:00:00,14150.186557292938
2018-08-26 03:00:00,13269.515017271042
2018-08-26 04:00:00,12654.571941286325
2018-08-26 05:00:00,12473.76912844181
2018-08-26 06:00:00,12604.745197981596
2018-08-26 07:00:00,12909.644959509373
2018-08-26 08:00:00,13419.992694497108
2018-08-26 09:00:00,14025.960905730724
2018-08-26 10:00:00,14667.180739462376
2018-08-26 11:00:00,15360.648659467697
2018-08-26 12:00:00,16007.716310203075
2018-08-26 13:00:00,16595.66611838341
2018-08-26 14:00:00,17029.311259627346
2018-08-26 15:00:00,17411.314850926403
2018-08-26 16:00:00,17728.53671252728
2018-08-26 17:00:00,17899.18424391747
2018-08-26 18:00:00,17855.796966671947
2018-08-26 19:00:00,17715.263027548794
2018-08-26 20:00:00,17453.29600119591
2018-08-26 21:00:00,17107.14528614283
2018-08-26 22:00:00,16652.44425785542
2018-08-26 23:00:00,16080.267275631428
2018-08-27 00:00:00,15326.862232804298
2018-08-27 01:00:00,14420.83238375187
2018-08-27 02:00:00,13463.71133363247
2018-08-27 03:00:00,12599.560104757547
2018-08-27 04:00:00,11952.56568980217
2018-08-27 05:00:00,11638.251168608665
2018-08-27 06:00:00,11625.1578117311
2018-08-27 07:00:00,11721.863137990236
2018-08-27 08:00:00,12035.248645305634
2018-08-27 09:00:00,12498.298312395811
2018-08-27 10:00:00,13050.71075847745
2018-08-27 11:00:00,13682.196476519108
2018-08-27 12:00:00,14343.274972379208
2018-08-27 13:00:00,14989.988209962845
2018-08-27 14:00:00,15542.824703216553
2018-08-27 15:00:00,16071.432399272919
2018-08-27 16:00:00,16513.663175106052
